id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,comuna,latitud,longitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad,year,month,quarter,semester,id_victima
LC-2019-0501260,2,2019-08-12,13,,3,-34.604082,-58.411747,,,,femenino,24,leve,2019,8,3,2,2
LC-2019-0501272,1,2019-08-12,15,,6,-34.622072,-58.427799,,,,femenino,31,leve,2019,8,3,2,1
LC-2019-0501276,1,2019-08-12,14,,14,-34.559184,-58.427487,,,,femenino,44,leve,2019,8,3,2,1
LC-2019-0501282,2,2019-08-12,15,,4,-34.634245,-58.390903,,,,femenino,45,leve,2019,8,3,2,1
LC-2019-0501282,2,2019-08-12,15,,4,-34.634245,-58.390903,,,,masculino,37,leve,2019,8,3,2,2
LC-2019-0501328,1,2019-08-12,14,,14,-34.583353,-58.439285,,,,masculino,27,leve,2019,8,3,2,1
LC-2019-0501409,1,2019-08-12,16,,1,-34.625102,-58.382977,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0501740,1,2019-08-12,11,,6,-34.629517,-58.452104,,,,masculino,48,leve,2019,8,3,2,1
LC-2019-0502080,1,2019-08-12,20,,7,-34.620848,-58.460616,,,,femenino,28,leve,2019,8,3,2,1
LC-2019-0502104,1,2019-08-12,21,,9,-34.636598,-58.522799,,,,masculino,21,leve,2019,8,3,2,1
LC-2019-0502246,1,2019-08-12,22,,6,-34.621104,-58.433194,,,,femenino,26,leve,2019,8,3,2,1
LC-2019-0503914,1,2019-08-12,13,,13,-34.542893,-58.435079,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0505398,1,2019-08-12,16,,5,-34.62075,-58.413828,,,,masculino,35,leve,2019,8,3,2,1
LC-2019-0505508,1,2019-08-12,6,,14,-34.565783,-58.433291,,,,masculino,26,leve,2019,8,3,2,1
LC-2019-0557266,1,2019-08-12,16,,8,-34.67045,-58.476135,,,,masculino,59,leve,2019,8,3,2,1
LC-2019-0579663,1,2019-08-12,9,,1,-34.59832,-58.369521,,,,femenino,35,leve,2019,8,3,2,1
LC-2019-0504337,1,2019-08-13,15,,2,-34.597825,-58.414243,ciclista,,,masculino,38,leve,2019,8,3,2,1
LC-2019-0502463,1,2019-08-13,8,,4,-34.643116,-58.410862,,,,masculino,66,leve,2019,8,3,2,1
LC-2019-0502507,1,2019-08-13,8,,9,-34.638866,-58.529089,,,,masculino,32,leve,2019,8,3,2,1
LC-2019-0502543,1,2019-08-13,8,,10,-34.623968,-58.523863,,,,femenino,51,leve,2019,8,3,2,1
LC-2019-0502570,1,2019-08-13,8,,9,-34.639042,-58.475067,,,,masculino,71,leve,2019,8,3,2,1
LC-2019-0502594,1,2019-08-13,8,,11,-34.610146,-58.511783,,,,femenino,43,leve,2019,8,3,2,1
LC-2019-0502675,2,2019-08-13,8,,3,-34.602059,-58.411235,,,,femenino,31,leve,2019,8,3,2,1
LC-2019-0502675,2,2019-08-13,8,,3,-34.602059,-58.411235,,,,femenino,39,leve,2019,8,3,2,2
LC-2019-0502749,1,2019-08-13,9,,12,-34.551915,-58.498674,,,,masculino,45,leve,2019,8,3,2,1
LC-2019-0502761,1,2019-08-13,9,,3,-34.614279,-58.398784,,,,masculino,34,leve,2019,8,3,2,1
LC-2019-0502978,1,2019-08-13,9,,3,-34.614915,-58.391683,moto,,,masculino,28,leve,2019,8,3,2,1
LC-2019-0503242,1,2019-08-13,11,,6,-34.624016,-58.449894,,,,femenino,18,leve,2019,8,3,2,1
LC-2019-0503248,1,2019-08-13,12,,4,-34.644885,-58.400892,,,,masculino,52,leve,2019,8,3,2,1
LC-2019-0503254,1,2019-08-13,11,,7,-34.633222,-58.463941,otro,,,masculino,36,leve,2019,8,3,2,1
LC-2019-0503360,1,2019-08-13,10,,4,-34.650456,-58.404669,,,,masculino,28,leve,2019,8,3,2,1
LC-2019-0503421,1,2019-08-13,13,,6,-34.608826,-58.435049,,,,masculino,58,leve,2019,8,3,2,1
LC-2019-0503430,1,2019-08-13,0,,2,-34.585025,-58.399937,,,,masculino,36,leve,2019,8,3,2,1
LC-2019-0503438,1,2019-08-13,13,,10,-34.624666,-58.502529,,,,masculino,27,leve,2019,8,3,2,1
LC-2019-0503697,1,2019-08-13,14,,1,-34.62397,-58.367954,,,,masculino,47,leve,2019,8,3,2,1
LC-2019-0503723,1,2019-08-13,13,,11,-34.605533,-58.482449,,,,femenino,27,leve,2019,8,3,2,1
LC-2019-0503772,1,2019-08-13,11,,15,-34.595877,-58.497589,,,,femenino,81,leve,2019,8,3,2,1
LC-2019-0504025,1,2019-08-13,17,,11,-34.589478,-58.5117,,,,masculino,20,leve,2019,8,3,2,1
LC-2019-0504053,1,2019-08-13,15,,11,-34.589856,-58.516906,,,,masculino,19,leve,2019,8,3,2,1
LC-2019-0504068,1,2019-08-13,15,,2,-34.597001,-58.406512,,,,masculino,32,leve,2019,8,3,2,1
LC-2019-0504140,2,2019-08-13,15,,1,-34.57823,-58.38623,,,,femenino,56,leve,2019,8,3,2,1
LC-2019-0504140,2,2019-08-13,15,,1,-34.57823,-58.38623,,,,masculino,70,leve,2019,8,3,2,2
LC-2019-0504380,1,2019-08-13,12,,15,-34.582705,-58.470976,,,,femenino,33,leve,2019,8,3,2,1
LC-2019-0504461,3,2019-08-13,15,,7,-34.649918,-58.464518,auto,,,femenino,42,leve,2019,8,3,2,1
LC-2019-0504461,3,2019-08-13,15,,7,-34.649918,-58.464518,auto,,,femenino,30,leve,2019,8,3,2,2
LC-2019-0504461,3,2019-08-13,15,,7,-34.649918,-58.464518,auto,,,femenino,59,leve,2019,8,3,2,3
LC-2019-0504590,2,2019-08-13,19,,5,-34.608772,-58.427141,,,,masculino,33,leve,2019,8,3,2,1
LC-2019-0504590,2,2019-08-13,19,,5,-34.608772,-58.427141,,,,masculino,,leve,2019,8,3,2,2
LC-2019-0504608,1,2019-08-13,18,,15,-34.604697,-58.447859,,,,masculino,36,leve,2019,8,3,2,1
LC-2019-0504713,1,2019-08-13,18,,13,-34.550848,-58.42922,,,,masculino,48,leve,2019,8,3,2,1
LC-2019-0504743,1,2019-08-13,20,,4,-34.64275,-58.416108,,,,femenino,29,leve,2019,8,3,2,1
LC-2019-0504843,1,2019-08-13,21,,7,-34.630187,-58.458096,,,,masculino,20,leve,2019,8,3,2,1
LC-2019-0511910,1,2019-08-13,17,,9,-34.637893,-58.478141,,,,masculino,42,leve,2019,8,3,2,1
LC-2019-0504614,1,2019-08-14,12,,6,-34.610296,-58.435702,,,,femenino,,leve,2019,8,3,2,1
LC-2019-0505025,1,2019-08-14,7,,4,-34.659494,-58.418081,,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0505309,1,2019-08-14,8,,15,-34.598974,-58.439767,peaton,,,femenino,59,leve,2019,8,3,2,1
LC-2019-0505663,1,2019-08-14,12,,15,-34.589428,-58.485349,,,,femenino,26,leve,2019,8,3,2,1
LC-2019-0505717,1,2019-08-14,10,,12,-34.541565,-58.476902,,,,masculino,69,leve,2019,8,3,2,1
LC-2019-0505930,1,2019-08-14,12,,5,-34.637502,-58.416168,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0505936,1,2019-08-14,12,,13,-34.573544,-58.455958,camioneta,,,masculino,,leve,2019,8,3,2,1
LC-2019-0506439,1,2019-08-14,12,,3,-34.600806,-58.392772,peaton,,,femenino,30,leve,2019,8,3,2,1
LC-2019-0506712,1,2019-08-14,16,,1,-34.626937,-58.382237,,,,femenino,41,leve,2019,8,3,2,1
LC-2019-0506796,1,2019-08-14,14,,8,-34.664779,-58.42764,,,,masculino,64,leve,2019,8,3,2,1
LC-2019-0507026,1,2019-08-14,14,,13,-34.560138,-58.446251,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0507060,1,2019-08-14,17,,7,-34.639566,-58.4545,,,,femenino,23,leve,2019,8,3,2,1
LC-2019-0507088,1,2019-08-14,18,,11,-34.602216,-58.478055,,,,femenino,40,leve,2019,8,3,2,1
LC-2019-0507102,2,2019-08-14,18,,9,-34.650865,-58.485025,auto,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0507102,2,2019-08-14,18,,9,-34.650865,-58.485025,auto,,,masculino,32,leve,2019,8,3,2,2
LC-2019-0507119,1,2019-08-14,19,,6,-34.616765,-58.451439,,,,femenino,34,leve,2019,8,3,2,1
LC-2019-0507130,1,2019-08-14,19,,4,-34.640349,-58.377097,peaton,,,masculino,42,leve,2019,8,3,2,1
LC-2019-0507295,1,2019-08-14,19,,15,-34.598658,-58.432996,,,,masculino,61,leve,2019,8,3,2,1
LC-2019-0507321,1,2019-08-14,20,,5,-34.62259,-58.417948,,,,masculino,30,leve,2019,8,3,2,1
LC-2019-0507364,1,2019-08-14,18,,12,-34.555301,-58.495679,,,,masculino,63,leve,2019,8,3,2,1
LC-2019-0507396,1,2019-08-14,21,,2,-34.590679,-58.391241,peaton,,,masculino,60,leve,2019,8,3,2,1
LC-2019-0507467,1,2019-08-14,22,,15,-34.594561,-58.441882,moto,,,masculino,28,leve,2019,8,3,2,1
LC-2019-0509488,1,2019-08-14,16,,4,-34.635161,-58.401676,,,,masculino,14,leve,2019,8,3,2,1
LC-2019-0510304,1,2019-08-14,13,,1,-34.607909,-58.390677,,,,femenino,,leve,2019,8,3,2,1
LC-2019-0507448,1,2019-08-15,22,,7,-34.634118,-58.471196,,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0507488,1,2019-08-15,0,,7,-34.628862,-58.42644,,,,masculino,23,leve,2019,8,3,2,1
LC-2019-0507553,1,2019-08-15,8,,14,-34.56313,-58.438197,,,,masculino,24,leve,2019,8,3,2,1
LC-2019-0507628,2,2019-08-15,3,,14,-34.556933,-58.412636,auto,,,masculino,24,leve,2019,8,3,2,1
LC-2019-0507628,2,2019-08-15,3,,14,-34.556933,-58.412636,auto,,,masculino,33,leve,2019,8,3,2,2
LC-2019-0507725,1,2019-08-15,7,,11,-34.589282,-58.519116,,,,femenino,31,leve,2019,8,3,2,1
LC-2019-0507776,2,2019-08-15,6,,10,-34.623433,-58.512748,,,,femenino,27,leve,2019,8,3,2,1
LC-2019-0507776,2,2019-08-15,6,,10,-34.623433,-58.512748,,,,masculino,27,leve,2019,8,3,2,2
LC-2019-0507811,1,2019-08-15,7,,5,-34.601268,-58.423831,,,,masculino,34,leve,2019,8,3,2,1
LC-2019-0507903,1,2019-08-15,8,,5,-34.634281,-58.412739,,,,masculino,28,leve,2019,8,3,2,1
LC-2019-0508117,1,2019-08-15,10,,7,-34.62892,-58.470438,,,,femenino,30,leve,2019,8,3,2,1
LC-2019-0508310,1,2019-08-15,11,,14,-34.579118,-58.42748,,,,masculino,28,leve,2019,8,3,2,1
LC-2019-0508468,1,2019-08-15,11,,12,-34.584864,-58.505536,,,,masculino,58,leve,2019,8,3,2,1
LC-2019-0508560,1,2019-08-15,12,,3,-34.627453,-58.401334,,,,masculino,37,leve,2019,8,3,2,1
LC-2019-0508598,1,2019-08-15,13,,15,-34.595728,-58.432292,,,,femenino,26,leve,2019,8,3,2,1
LC-2019-0508621,1,2019-08-15,13,,1,-34.62293,-58.369765,,,,masculino,39,leve,2019,8,3,2,1
LC-2019-0508728,1,2019-08-15,12,,6,-34.626467,-58.450054,,,,masculino,24,leve,2019,8,3,2,1
LC-2019-0508825,1,2019-08-15,11,,3,-34.60922,-58.392658,,,,femenino,83,leve,2019,8,3,2,1
LC-2019-0508918,1,2019-08-15,13,,13,-34.561142,-58.44553,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0508993,1,2019-08-15,12,,3,-34.614035,-58.394678,,,,masculino,66,leve,2019,8,3,2,1
LC-2019-0509056,1,2019-08-15,14,,15,-34.599873,-58.438768,,,,femenino,18,leve,2019,8,3,2,1
LC-2019-0509247,1,2019-08-15,14,,3,-34.604571,-58.39512,,,,masculino,25,leve,2019,8,3,2,1
LC-2019-0509259,1,2019-08-15,15,,2,-34.585902,-58.387448,,,,masculino,43,leve,2019,8,3,2,1
LC-2019-0509278,3,2019-08-15,14,,9,-34.653788,-58.480988,,,,masculino,31,leve,2019,8,3,2,1
LC-2019-0509278,3,2019-08-15,14,,9,-34.653788,-58.480988,,,,femenino,51,leve,2019,8,3,2,2
LC-2019-0509278,3,2019-08-15,14,,9,-34.653788,-58.480988,,,,femenino,57,leve,2019,8,3,2,3
LC-2019-0509431,1,2019-08-15,16,,6,-34.623789,-58.434477,,,,masculino,18,leve,2019,8,3,2,1
LC-2019-0509435,1,2019-08-15,16,,14,-34.579648,-58.400223,,,,masculino,24,leve,2019,8,3,2,1
LC-2019-0509645,1,2019-08-15,18,,10,-34.636833,-58.495105,,,,masculino,31,leve,2019,8,3,2,1
LC-2019-0509704,1,2019-08-15,18,,1,-34.604217,-58.389399,,,,femenino,22,leve,2019,8,3,2,1
LC-2019-0509832,1,2019-08-15,15,,3,-34.604256,-58.407817,,,,masculino,36,leve,2019,8,3,2,1
LC-2019-0509861,1,2019-08-15,19,,13,-34.572433,-58.446335,,,,masculino,33,leve,2019,8,3,2,1
LC-2019-0509899,1,2019-08-15,20,,2,-34.593083,-58.408379,auto,,,masculino,,leve,2019,8,3,2,1
LC-2019-0509994,1,2019-08-15,19,,2,-34.588023,-58.396524,,,,masculino,34,leve,2019,8,3,2,1
LC-2019-0511388,1,2019-08-15,18,,11,-34.593441,-58.506255,,,,masculino,24,leve,2019,8,3,2,1
LC-2019-0511971,1,2019-08-15,15,,9,-34.64529,-58.484568,,,,femenino,29,leve,2019,8,3,2,1
LC-2019-0524454,1,2019-08-15,0,,2,-34.594077,-58.403619,camion,,,femenino,27,leve,2019,8,3,2,1
LC-2019-0512428,1,2019-08-16,16,,3,-34.607837,-58.407696,ciclista,,,masculino,39,leve,2019,8,3,2,1
LC-2019-0510041,1,2019-08-16,22,,,,,,,,masculino,27,leve,2019,8,3,2,1
LC-2019-0510126,1,2019-08-16,1,,14,-34.559184,-58.427487,,,,masculino,45,leve,2019,8,3,2,1
LC-2019-0510285,1,2019-08-16,6,,10,-34.634862,-58.473352,,,,masculino,37,leve,2019,8,3,2,1
LC-2019-0510394,1,2019-08-16,5,,1,-34.603738,-58.382213,,,,masculino,33,leve,2019,8,3,2,1
LC-2019-0510456,1,2019-08-16,8,,4,-34.637248,-58.369618,,,,masculino,21,leve,2019,8,3,2,1
LC-2019-0510732,1,2019-08-16,8,,1,-34.624937,-58.388396,,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0510742,1,2019-08-16,10,,2,-34.594442,-58.402354,,,,masculino,42,leve,2019,8,3,2,1
LC-2019-0510827,1,2019-08-16,9,,9,-34.650156,-58.528413,,,,masculino,47,leve,2019,8,3,2,1
LC-2019-0511035,1,2019-08-16,11,,4,-34.638672,-58.374588,,,,femenino,,leve,2019,8,3,2,1
LC-2019-0511090,1,2019-08-16,9,,8,-34.661817,-58.431264,,,,femenino,78,leve,2019,8,3,2,1
LC-2019-0511225,1,2019-08-16,10,,4,-34.644685,-58.417318,,,,femenino,49,leve,2019,8,3,2,1
LC-2019-0511475,1,2019-08-16,13,,14,-34.577281,-58.409869,,,,masculino,23,leve,2019,8,3,2,1
LC-2019-0511483,1,2019-08-16,12,,15,-34.601487,-58.442835,peaton,,,femenino,78,leve,2019,8,3,2,1
LC-2019-0511505,1,2019-08-16,12,,8,-34.685505,-58.473054,,,,femenino,,leve,2019,8,3,2,1
LC-2019-0511521,1,2019-08-16,13,,12,-34.571107,-58.492853,,,,femenino,33,leve,2019,8,3,2,1
LC-2019-0511536,3,2019-08-16,13,,9,-34.67398,-58.501639,,,,femenino,42,leve,2019,8,3,2,1
LC-2019-0511536,3,2019-08-16,13,,9,-34.67398,-58.501639,,,,femenino,51,leve,2019,8,3,2,2
LC-2019-0511536,3,2019-08-16,13,,9,-34.67398,-58.501639,,,,femenino,64,leve,2019,8,3,2,3
LC-2019-0511574,1,2019-08-16,13,,1,-34.604035,-58.380964,,,,masculino,30,leve,2019,8,3,2,1
LC-2019-0511886,1,2019-08-16,16,,10,-34.625783,-58.478655,,,,masculino,23,leve,2019,8,3,2,1
LC-2019-0512063,1,2019-08-16,16,,1,-34.611714,-58.363431,,,,masculino,21,leve,2019,8,3,2,1
LC-2019-0512100,1,2019-08-16,16,,15,-34.588856,-58.438253,,,,masculino,30,leve,2019,8,3,2,1
LC-2019-0512118,1,2019-08-16,17,,10,,,,,,masculino,28,leve,2019,8,3,2,1
LC-2019-0512132,1,2019-08-16,16,,5,-34.611875,-58.415339,,,,femenino,33,leve,2019,8,3,2,1
LC-2019-0512150,1,2019-08-16,16,,14,-34.575794,-58.405807,,,,femenino,33,leve,2019,8,3,2,1
LC-2019-0512153,1,2019-08-16,16,,14,-34.592789,-58.426087,,,,femenino,49,leve,2019,8,3,2,1
LC-2019-0512203,2,2019-08-16,17,,4,-34.646177,-58.409474,,,,femenino,12,leve,2019,8,3,2,1
LC-2019-0512203,2,2019-08-16,17,,4,-34.646177,-58.409474,,,,masculino,46,leve,2019,8,3,2,2
LC-2019-0512242,1,2019-08-16,15,,1,-34.599226,-58.385479,,,,masculino,31,leve,2019,8,3,2,1
LC-2019-0512359,1,2019-08-16,18,,3,-34.629182,-58.405459,,,,masculino,37,leve,2019,8,3,2,1
LC-2019-0512471,1,2019-08-16,18,,8,-34.672566,-58.481537,,,,masculino,35,leve,2019,8,3,2,1
LC-2019-0512543,1,2019-08-16,15,,5,-34.638156,-58.41163,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0512552,2,2019-08-16,16,,8,-34.674177,-58.499754,auto,,,masculino,4,leve,2019,8,3,2,1
LC-2019-0512552,2,2019-08-16,16,,8,-34.674177,-58.499754,auto,,,femenino,1,leve,2019,8,3,2,2
LC-2019-0512578,1,2019-08-16,20,,4,-34.642493,-58.365766,,,,femenino,27,leve,2019,8,3,2,1
LC-2019-0512586,1,2019-08-16,17,,2,-34.595897,-58.390611,,,,masculino,83,leve,2019,8,3,2,1
LC-2019-0512623,1,2019-08-16,20,,8,-34.660461,-58.482713,,,,masculino,31,leve,2019,8,3,2,1
LC-2019-0512624,1,2019-08-16,21,,1,-34.623127,-58.368274,,,,masculino,27,leve,2019,8,3,2,1
LC-2019-0513019,1,2019-08-16,13,,15,-34.605248,-58.455221,,,,masculino,24,leve,2019,8,3,2,1
LC-2019-0567355,1,2019-08-16,6,,1,-34.626937,-58.382237,,,,masculino,46,leve,2019,8,3,2,1
LC-2019-0568038,1,2019-08-16,8,,12,-34.561804,-58.474753,,,,masculino,38,leve,2019,8,3,2,1
LC-2019-0512881,1,2019-08-17,1,,14,-34.562784,-58.439625,,,,masculino,35,leve,2019,8,3,2,1
LC-2019-0512898,1,2019-08-17,1,,15,-34.597417,-58.478002,,,,masculino,18,leve,2019,8,3,2,1
LC-2019-0513046,1,2019-08-17,5,,6,-34.626049,-58.435875,,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0513136,2,2019-08-17,4,,1,-34.617644,-58.380691,,,,masculino,24,leve,2019,8,3,2,1
LC-2019-0513136,2,2019-08-17,4,,1,-34.617644,-58.380691,,,,masculino,38,leve,2019,8,3,2,2
LC-2019-0513163,3,2019-08-17,9,,12,-34.566588,-58.499244,,,,masculino,3,leve,2019,8,3,2,1
LC-2019-0513163,3,2019-08-17,9,,12,-34.566588,-58.499244,,,,masculino,7,leve,2019,8,3,2,2
LC-2019-0513163,3,2019-08-17,9,,12,-34.566588,-58.499244,,,,femenino,69,leve,2019,8,3,2,3
LC-2019-0513197,1,2019-08-17,8,,1,-34.604217,-58.389399,,,,masculino,23,leve,2019,8,3,2,1
LC-2019-0513215,2,2019-08-17,10,,15,-34.585401,-58.44348,,,,masculino,34,leve,2019,8,3,2,1
LC-2019-0513215,2,2019-08-17,10,,15,-34.585401,-58.44348,,,,masculino,22,leve,2019,8,3,2,2
LC-2019-0513293,1,2019-08-17,12,,5,-34.624506,-58.417781,,,,femenino,35,leve,2019,8,3,2,1
LC-2019-0513298,1,2019-08-17,12,,4,-34.646724,-58.369679,,,,femenino,27,leve,2019,8,3,2,1
LC-2019-0513417,1,2019-08-17,13,,3,-34.604127,-58.405269,,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0513502,1,2019-08-17,14,,8,-34.688129,-58.482442,,,,femenino,42,leve,2019,8,3,2,1
LC-2019-0513573,1,2019-08-17,16,,9,-34.660742,-58.475131,,,,masculino,26,leve,2019,8,3,2,1
LC-2019-0513717,1,2019-08-17,16,,2,-34.595838,-58.391962,,,,masculino,46,leve,2019,8,3,2,1
LC-2019-0513756,1,2019-08-17,17,,9,-34.64597,-58.528659,,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0514010,1,2019-08-17,20,,15,-34.593667,-58.442723,,,,masculino,25,leve,2019,8,3,2,1
LC-2019-0514080,1,2019-08-17,21,,12,-34.557224,-58.478237,,,,masculino,34,leve,2019,8,3,2,1
LC-2019-0514102,4,2019-08-17,22,,3,-34.627453,-58.401334,,,,femenino,24,leve,2019,8,3,2,1
LC-2019-0514102,4,2019-08-17,22,,3,-34.627453,-58.401334,,,,femenino,36,leve,2019,8,3,2,2
LC-2019-0514102,4,2019-08-17,22,,3,-34.627453,-58.401334,,,,femenino,40,leve,2019,8,3,2,3
LC-2019-0514102,4,2019-08-17,22,,3,-34.627453,-58.401334,,,,femenino,,leve,2019,8,3,2,4
LC-2019-0513058,1,2019-08-17,7,,,,,,,,masculino,32,grave,2019,8,3,2,1
LC-2019-0514160,1,2019-08-18,23,,5,-34.631357,-58.416403,,,,masculino,21,leve,2019,8,3,2,1
LC-2019-0514262,2,2019-08-18,2,,,,,,,,femenino,52,leve,2019,8,3,2,1
LC-2019-0514262,2,2019-08-18,2,,,,,,,,masculino,29,leve,2019,8,3,2,2
LC-2019-0514290,1,2019-08-18,2,,15,-34.604491,-58.458475,,,,masculino,23,leve,2019,8,3,2,1
LC-2019-0514431,1,2019-08-18,7,,7,-34.651867,-58.433139,,,,masculino,64,leve,2019,8,3,2,1
LC-2019-0514432,1,2019-08-18,7,,9,-34.640531,-58.478674,,,,masculino,31,leve,2019,8,3,2,1
LC-2019-0514481,6,2019-08-18,10,,3,-34.609624,-58.398958,,,,masculino,21,leve,2019,8,3,2,1
LC-2019-0514481,6,2019-08-18,10,,3,-34.609624,-58.398958,,,,masculino,22,leve,2019,8,3,2,2
LC-2019-0514481,6,2019-08-18,10,,3,-34.609624,-58.398958,,,,femenino,43,leve,2019,8,3,2,3
LC-2019-0514481,6,2019-08-18,10,,3,-34.609624,-58.398958,,,,masculino,44,leve,2019,8,3,2,4
LC-2019-0514481,6,2019-08-18,10,,3,-34.609624,-58.398958,,,,femenino,,leve,2019,8,3,2,5
LC-2019-0514481,6,2019-08-18,10,,3,-34.609624,-58.398958,,,,masculino,27,leve,2019,8,3,2,6
LC-2019-0514647,1,2019-08-18,12,,8,-34.666626,-58.440664,moto,,,femenino,40,leve,2019,8,3,2,1
LC-2019-0514723,1,2019-08-18,14,,6,-34.618299,-58.43646,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0514885,1,2019-08-18,17,,3,-34.626785,-58.395532,,,,masculino,26,leve,2019,8,3,2,1
LC-2019-0514926,1,2019-08-18,17,,9,-34.666514,-58.507937,,,,femenino,28,leve,2019,8,3,2,1
LC-2019-0514958,1,2019-08-18,17,,12,-34.572748,-58.481638,,,,masculino,18,leve,2019,8,3,2,1
LC-2019-0515052,1,2019-08-18,20,,14,-34.589056,-58.410086,,,,masculino,35,leve,2019,8,3,2,1
LC-2019-0515062,1,2019-08-18,20,,2,-34.584756,-58.391726,,,,masculino,2,leve,2019,8,3,2,1
LC-2019-0515065,2,2019-08-18,18,,3,-34.602059,-58.411235,,,,masculino,35,leve,2019,8,3,2,1
LC-2019-0515065,2,2019-08-18,18,,3,-34.602059,-58.411235,,,,masculino,57,leve,2019,8,3,2,2
LC-2019-0515092,3,2019-08-18,19,,9,-34.661982,-58.517471,,,,femenino,37,leve,2019,8,3,2,1
LC-2019-0515092,3,2019-08-18,19,,9,-34.661982,-58.517471,,,,femenino,39,leve,2019,8,3,2,2
LC-2019-0515092,3,2019-08-18,19,,9,-34.661982,-58.517471,,,,femenino,45,leve,2019,8,3,2,3
LC-2019-0515120,2,2019-08-18,20,,12,-34.583403,-58.490436,,,,masculino,34,leve,2019,8,3,2,1
LC-2019-0515120,2,2019-08-18,20,,12,-34.583403,-58.490436,,,,masculino,37,leve,2019,8,3,2,2
LC-2019-0515121,1,2019-08-18,19,,1,-34.613582,-58.369526,,,,masculino,36,leve,2019,8,3,2,1
LC-2019-0515135,1,2019-08-18,20,,6,-34.607789,-58.445412,,,,masculino,22,leve,2019,8,3,2,1
LC-2019-0515175,2,2019-08-18,21,,14,-34.595266,-58.422601,,,,masculino,67,leve,2019,8,3,2,1
LC-2019-0515175,2,2019-08-18,21,,14,-34.595266,-58.422601,,,,femenino,,leve,2019,8,3,2,2
LC-2019-0515180,2,2019-08-18,20,,12,-34.58432,-58.489487,,,,masculino,23,leve,2019,8,3,2,1
LC-2019-0515180,2,2019-08-18,20,,12,-34.58432,-58.489487,,,,masculino,30,leve,2019,8,3,2,2
LC-2019-0516534,1,2019-08-18,19,,14,-34.563665,-58.438813,,,,masculino,46,leve,2019,8,3,2,1
LC-2019-0516668,1,2019-08-18,3,,13,-34.538362,-58.473168,,,,masculino,27,leve,2019,8,3,2,1
LC-2019-0515417,1,2019-08-19,6,,7,-34.633753,-58.47001,,,,masculino,25,leve,2019,8,3,2,1
LC-2019-0515422,1,2019-08-19,7,,13,-34.541384,-58.472286,,,,masculino,45,leve,2019,8,3,2,1
LC-2019-0515537,2,2019-08-19,10,,4,-34.642978,-58.393513,,,,masculino,37,leve,2019,8,3,2,1
LC-2019-0515537,2,2019-08-19,10,,4,-34.642978,-58.393513,,,,femenino,41,leve,2019,8,3,2,2
LC-2019-0515557,1,2019-08-19,9,,5,-34.625265,-58.414695,,,,masculino,38,leve,2019,8,3,2,1
LC-2019-0515595,1,2019-08-19,10,,4,-34.638694,-58.374276,,,,masculino,36,leve,2019,8,3,2,1
LC-2019-0515747,1,2019-08-19,11,,12,-34.581593,-58.492542,,,,masculino,39,leve,2019,8,3,2,1
LC-2019-0515879,1,2019-08-19,12,,3,-34.614977,-58.40136,,,,femenino,55,leve,2019,8,3,2,1
LC-2019-0515965,1,2019-08-19,14,,7,-34.636953,-58.450642,,,,femenino,22,leve,2019,8,3,2,1
LC-2019-0515968,1,2019-08-19,13,,5,-34.60596,-58.424556,,,,masculino,37,leve,2019,8,3,2,1
LC-2019-0516153,1,2019-08-19,16,,12,-34.571655,-58.482953,,,,masculino,41,leve,2019,8,3,2,1
LC-2019-0516179,3,2019-08-19,16,,9,-34.650156,-58.528413,,,,femenino,23,leve,2019,8,3,2,1
LC-2019-0516179,3,2019-08-19,16,,9,-34.650156,-58.528413,,,,femenino,48,leve,2019,8,3,2,2
LC-2019-0516179,3,2019-08-19,16,,9,-34.650156,-58.528413,,,,femenino,56,leve,2019,8,3,2,3
LC-2019-0516256,1,2019-08-19,19,,14,-34.586459,-58.422667,,,,femenino,31,leve,2019,8,3,2,1
LC-2019-0516438,1,2019-08-19,21,,8,-34.684785,-58.486725,,,,masculino,27,leve,2019,8,3,2,1
LC-2019-0516541,1,2019-08-19,23,,10,-34.624179,-58.508801,,,,masculino,20,leve,2019,8,3,2,1
LC-2019-0518095,1,2019-08-19,9,,11,-34.615348,-58.476581,,,,masculino,,leve,2019,8,3,2,1
LC-2019-0526760,1,2019-08-19,9,,6,-34.61205,-58.442336,auto,,,masculino,26,leve,2019,8,3,2,1
LC-2019-0532745,1,2019-08-19,9,,5,-34.60489,-58.421192,auto,,,femenino,65,leve,2019,8,3,2,1
